<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IMOEX;60;20220215;14:00;3596.3900000;3603.1900000;3562.7600000;3582.8500000;26534220928
IMOEX;60;20220215;15:00;3582.6000000;3603.7400000;3579.2900000;3591.2900000;14009895368
IMOEX;60;20220215;16:00;3591.3700000;3595.3700000;3583.3800000;3591.3900000;10191111820
IMOEX;60;20220215;17:00;3592.4400000;3600.0600000;3583.2500000;3595.8000000;11299662195
IMOEX;60;20220215;18:00;3595.5100000;3607.4800000;3590.8900000;3595.0600000;23995034605
IMOEX;60;20220215;19:00;3595.8700000;3602.0300000;3585.1500000;3600.2900000;18879115426
IMOEX;60;20220216;11:00;3678.0400000;3682.8400000;3639.1700000;3654.2200000;23531705152
IMOEX;60;20220216;12:00;3653.3000000;3663.4300000;3648.7300000;3658.9100000;21474352441
IMOEX;60;20220216;13:00;3658.6200000;3665.0800000;3622.2100000;3622.2100000;19839703355
IMOEX;60;20220216;14:00;3621.7300000;3638.3500000;3608.4100000;3637.2400000;14353979098
IMOEX;60;20220216;15:00;3636.8000000;3650.2200000;3633.0300000;3645.5200000;11120598738
IMOEX;60;20220216;16:00;3644.0800000;3647.9600000;3622.6800000;3632.9700000;9048651301
IMOEX;60;20220216;17:00;3633.3000000;3646.9900000;3632.0800000;3634.2700000;10329171752
IMOEX;60;20220216;18:00;3634.0300000;3644.6600000;3622.6200000;3632.8600000;15950514762
IMOEX;60;20220216;19:00;3632.4900000;3646.4100000;3630.8700000;3646.4100000;13676996857
IMOEX;60;20220217;11:00;3583.8000000;3594.3100000;3572.8400000;3580.7900000;13756796812
IMOEX;60;20220217;12:00;3581.2200000;3591.1800000;3530.0300000;3556.7800000;31444694482
IMOEX;60;20220217;13:00;3557.3500000;3569.1200000;3550.6200000;3565.1600000;16199073498
IMOEX;60;20220217;14:00;3565.0900000;3575.7500000;3560.3500000;3572.0900000;11225708038
IMOEX;60;20220217;15:00;3572.2900000;3573.3300000;3552.0000000;3569.8500000;9709549013
IMOEX;60;20220217;16:00;3570.8900000;3589.5800000;3560.8200000;3560.8500000;13157379517
IMOEX;60;20220217;17:00;3560.4200000;3566.7000000;3526.9500000;3543.1600000;20204155663
IMOEX;60;20220217;18:00;3542.5100000;3549.5400000;3504.3000000;3508.7700000;27180361677
IMOEX;60;20220217;19:00;3506.2600000;3517.0200000;3498.4700000;3511.0800000;21823451590
IMOEX;60;20220218;11:00;3552.0200000;3564.2700000;3520.9700000;3529.5900000;16264257233
IMOEX;60;20220218;12:00;3526.9100000;3534.2400000;3488.9900000;3491.5500000;19717877989
IMOEX;60;20220218;13:00;3491.5400000;3503.6200000;3487.8000000;3499.8600000;12220430161
IMOEX;60;20220218;14:00;3499.9400000;3499.9400000;3481.2900000;3483.2400000;9990580556
IMOEX;60;20220218;15:00;3483.0500000;3490.5200000;3466.8800000;3477.5600000;10151364663
IMOEX;60;20220218;16:00;3477.5800000;3495.7100000;3475.8800000;3486.2800000;9387863915
IMOEX;60;20220218;17:00;3486.2200000;3486.5000000;3405.9100000;3411.7100000;44133376868
IMOEX;60;20220218;18:00;3412.5400000;3419.6000000;3371.0500000;3415.2000000;36446334945
IMOEX;60;20220218;19:00;3414.4300000;3415.4200000;3393.3100000;3393.3100000;17525976350
IMOEX;60;20220221;11:00;3450.2300000;3452.1300000;3306.1500000;3345.4600000;44236401457
IMOEX;60;20220221;12:00;3341.2300000;3354.1800000;3292.3800000;3294.8600000;45810265929
IMOEX;60;20220221;13:00;3293.6700000;3315.5400000;3261.1700000;3290.3700000;28534234890
IMOEX;60;20220221;14:00;3289.4700000;3299.8800000;3224.0600000;3229.2700000;27937205008
IMOEX;60;20220221;15:00;3228.9700000;3228.9700000;3103.3400000;3189.4900000;72107840017
IMOEX;60;20220221;16:00;3188.4900000;3209.8300000;3134.9200000;3158.0200000;44569047141
IMOEX;60;20220221;17:00;3160.1700000;3173.9900000;3068.5400000;3097.3800000;59306711425
IMOEX;60;20220221;18:00;3097.8700000;3119.6000000;2910.9000000;2989.3400000;86102414026
IMOEX;60;20220221;19:00;2996.7500000;3114.9600000;2971.4600000;3036.8800000;59264309482
IMOEX;60;20220222;11:00;2840.9300000;2940.7500000;2756.6900000;2887.0900000;68511638686
IMOEX;60;20220222;12:00;2884.0900000;2945.6400000;2848.9300000;2856.5800000;59666340784
IMOEX;60;20220222;13:00;2855.7300000;2895.2400000;2852.2500000;2876.2500000;34089444136
IMOEX;60;20220222;14:00;2876.4400000;2938.7600000;2866.1800000;2915.0300000;30121069512
IMOEX;60;20220222;15:00;2914.8700000;2934.1600000;2884.7000000;2885.4800000;32241791253
IMOEX;60;20220222;16:00;2886.1600000;3006.6900000;2873.6700000;2978.7500000;66538443625
IMOEX;60;20220222;17:00;2979.0500000;2999.0800000;2951.3900000;2995.7200000;31342127407
IMOEX;60;20220222;18:00;2995.1000000;3112.7500000;2986.1900000;3107.6900000;58406259702
IMOEX;60;20220222;19:00;3107.9900000;3112.6300000;3066.0300000;3084.7400000;40502242856
IMOEX;60;20220224;11:00;2734.4300000;2739.5100000;2194.5200000;2196.2400000;13115334334
IMOEX;60;20220224;12:00;2196.2400000;2196.3500000;1684.5100000;1689.8400000;26108772743
IMOEX;60;20220224;13:00;1689.8400000;2411.2400000;1689.4900000;2317.2600000;42772267522
IMOEX;60;20220224;14:00;2311.7500000;2311.7500000;2133.0000000;2178.7600000;35471830155
IMOEX;60;20220224;15:00;2180.5100000;2181.2300000;2038.1000000;2058.5200000;26411634678
IMOEX;60;20220224;16:00;2057.6100000;2088.3600000;2005.7000000;2088.3600000;22128009991
IMOEX;60;20220224;17:00;2088.4400000;2125.5000000;1978.1300000;1986.2300000;25089886813
IMOEX;60;20220224;18:00;1989.3100000;2042.1900000;1908.4700000;1994.9300000;30400099685
IMOEX;60;20220224;19:00;1995.5300000;2061.5200000;1992.4800000;2058.1200000;24171914290
IMOEX;60;20220225;11:00;2261.3300000;2552.4600000;2261.3300000;2541.7500000;19415544874
IMOEX;60;20220225;12:00;2543.9100000;2543.9100000;2309.3400000;2352.8900000;31768872580
IMOEX;60;20220225;13:00;2352.3300000;2376.6100000;2315.8800000;2342.0100000;18254061262
IMOEX;60;20220225;14:00;2342.3400000;2364.5300000;2295.2100000;2302.4200000;13938997773
IMOEX;60;20220225;15:00;2302.4000000;2331.0600000;2256.0900000;2310.3000000;16993935602
IMOEX;60;20220225;16:00;2311.7400000;2415.4700000;2290.2000000;2412.7200000;23084810358
IMOEX;60;20220225;17:00;2414.2400000;2461.8800000;2414.2400000;2452.5500000;25826190078
IMOEX;60;20220225;18:00;2452.5300000;2494.8900000;2431.2400000;2431.2400000;21741490537
IMOEX;60;20220225;19:00;2431.0900000;2470.4800000;2403.2400000;2470.4800000;18302352776
IMOEX;60;20220324;11:00;2484.5800000;2761.1700000;2457.4700000;2683.1700000;45517777532
IMOEX;60;20220324;12:00;2683.2000000;2708.1600000;2658.8200000;2660.1600000;21306698842
IMOEX;60;20220324;13:00;2659.9100000;2661.3300000;2596.7000000;2598.2200000;19384922346
IMOEX;60;20220324;14:00;2597.5000000;2599.2000000;2576.1200000;2578.5100000;13343463615
IMOEX;60;20220325;11:00;2636.5100000;2664.7400000;2504.6200000;2514.5700000;20380287761
IMOEX;60;20220325;12:00;2513.9300000;2534.5900000;2486.3800000;2495.5800000;11305246465
IMOEX;60;20220325;13:00;2497.5600000;2512.9800000;2477.2800000;2483.5800000;10427873567
IMOEX;60;20220325;14:00;2482.7000000;2489.2100000;2470.6900000;2484.1300000;6812423127
IMOEX;60;20220328;11:00;2480.3400000;2482.6000000;2407.6300000;2447.4200000;11466201297
IMOEX;60;20220328;12:00;2446.9600000;2462.4600000;2446.9600000;2456.3600000;6847383277
IMOEX;60;20220328;13:00;2456.1100000;2457.8300000;2434.8300000;2435.8800000;4144015677
IMOEX;60;20220328;14:00;2436.1200000;2438.2300000;2427.0100000;2430.7000000;3459125084
IMOEX;60;20220329;11:00;2446.9400000;2528.4400000;2436.3400000;2510.1100000;19234923990
IMOEX;60;20220329;12:00;2509.8100000;2535.8000000;2509.7100000;2533.6600000;13147459922
IMOEX;60;20220329;13:00;2533.7800000;2538.2000000;2364.6300000;2372.4700000;15686482712
IMOEX;60;20220329;14:00;2374.0600000;2408.9300000;2364.2100000;2408.4900000;10973678928
IMOEX;60;20220330;11:00;2463.9400000;2492.3800000;2462.2300000;2483.2000000;14689497944
IMOEX;60;20220330;12:00;2482.7500000;2483.9200000;2469.4500000;2476.0500000;8037940969
IMOEX;60;20220330;13:00;2476.4500000;2490.9200000;2471.7300000;2490.1000000;6777274206
IMOEX;60;20220330;14:00;2490.5100000;2513.0300000;2489.9500000;2513.0300000;10172725455
IMOEX;60;20220331;11:00;2537.6400000;2617.8500000;2537.6400000;2617.5800000;19025851343
IMOEX;60;20220331;12:00;2617.1200000;2626.3700000;2592.8600000;2623.5400000;10150095159
IMOEX;60;20220331;13:00;2624.0200000;2659.7900000;2624.0200000;2646.7200000;13051277675
IMOEX;60;20220331;14:00;2647.0800000;2657.0900000;2637.3500000;2656.3300000;6834618820
IMOEX;60;20220331;15:00;2656.6000000;2675.8600000;2655.4300000;2670.2900000;8654230874
IMOEX;60;20220331;16:00;2670.6200000;2670.6200000;2638.6200000;2638.6800000;7168143837
IMOEX;60;20220331;17:00;2638.7800000;2674.7300000;2637.1300000;2674.1200000;5576094990
IMOEX;60;20220331;18:00;2674.3600000;2688.6800000;2665.6500000;2688.6800000;5434714181
IMOEX;60;20220331;19:00;2687.7700000;2703.5100000;2687.7700000;2703.5100000;4081588552
IMOEX;60;20220401;11:00;2724.7900000;2817.7200000;2724.7900000;2812.2700000;25491073434
IMOEX;60;20220401;12:00;2813.5500000;2817.5400000;2728.5500000;2746.2800000;14829358014
IMOEX;60;20220401;13:00;2746.7900000;2779.2000000;2746.7900000;2762.3700000;7427502095
IMOEX;60;20220401;14:00;2762.4900000;2767.3500000;2754.1900000;2754.9900000;4012474625
IMOEX;60;20220401;15:00;2754.7200000;2772.8000000;2750.1300000;2772.6400000;4816382966
IMOEX;60;20220401;16:00;2772.2900000;2772.8300000;2755.9500000;2758.5600000;3970724093
IMOEX;60;20220401;17:00;2758.1900000;2778.9400000;2758.0300000;2778.3200000;5529408449
IMOEX;60;20220401;18:00;2777.8000000;2784.2300000;2775.4300000;2781.4500000;7495407264
IMOEX;60;20220401;19:00;2781.6100000;2781.6600000;2759.6400000;2759.6400000;4317239817
IMOEX;60;20220404;11:00;2788.8800000;2835.2500000;2682.8000000;2740.0400000;27007755702
IMOEX;60;20220404;12:00;2739.9600000;2775.8200000;2729.5600000;2762.7800000;9903423864
IMOEX;60;20220404;13:00;2761.7900000;2780.0900000;2757.9100000;2780.0900000;5878423863
IMOEX;60;20220404;14:00;2779.7800000;2783.5700000;2772.3500000;2775.6100000;5457003625
IMOEX;60;20220404;15:00;2775.6800000;2776.1200000;2766.4100000;2767.7300000;4015307425
IMOEX;60;20220404;16:00;2767.9100000;2775.5600000;2763.2600000;2775.5300000;4433766169
IMOEX;60;20220404;17:00;2775.8000000;2778.2300000;2771.8000000;2776.9800000;3220666967
IMOEX;60;20220404;18:00;2776.9000000;2783.6100000;2776.7900000;2781.0100000;3799226318
IMOEX;60;20220404;19:00;2781.7400000;2787.6900000;2781.5300000;2787.6900000;3953919981
IMOEX;60;20220405;11:00;2801.1700000;2807.4700000;2733.7700000;2734.7100000;16509332155
IMOEX;60;20220405;12:00;2733.3600000;2751.0900000;2722.7100000;2726.1100000;8180971995
IMOEX;60;20220405;13:00;2725.5200000;2729.3400000;2692.1500000;2695.5100000;7641357837
IMOEX;60;20220405;14:00;2695.7200000;2697.2800000;2632.2000000;2632.3200000;7401349593
IMOEX;60;20220405;15:00;2632.4000000;2675.4200000;2576.3400000;2670.5600000;11585973730
IMOEX;60;20220405;16:00;2670.8700000;2708.3800000;2666.3000000;2683.7600000;7950844749
IMOEX;60;20220405;17:00;2682.5500000;2689.0900000;2672.3000000;2685.7100000;3672538477
IMOEX;60;20220405;18:00;2685.4600000;2688.7900000;2667.6400000;2669.2000000;3194251743
IMOEX;60;20220405;19:00;2669.2000000;2680.3800000;2662.7900000;2662.7900000;2318723369
IMOEX;60;20220406;11:00;2629.5200000;2678.6400000;2596.6200000;2671.6900000;13491317073
IMOEX;60;20220406;12:00;2671.7200000;2677.1900000;2658.4800000;2673.4300000;4738583736
IMOEX;60;20220406;13:00;2673.7200000;2696.6200000;2671.2300000;2696.5300000;4934785092
IMOEX;60;20220406;14:00;2696.3400000;2696.7700000;2673.5300000;2673.5300000;3545596987
IMOEX;60;20220406;15:00;2673.8200000;2676.0800000;2662.6100000;2668.3400000;2973380812
IMOEX;60;20220406;16:00;2668.4900000;2676.5800000;2666.9700000;2674.9400000;2047223343
IMOEX;60;20220406;17:00;2674.9300000;2678.6400000;2668.4800000;2669.2200000;2256334314
IMOEX;60;20220406;18:00;2668.7600000;2671.3400000;2642.7500000;2643.0800000;5420626945
IMOEX;60;20220406;19:00;2642.7500000;2644.6200000;2611.4300000;2611.4300000;6060005491
IMOEX;60;20220407;11:00;2618.9800000;2653.4700000;2618.9800000;2636.2600000;8890963994
IMOEX;60;20220407;12:00;2635.5500000;2643.9300000;2630.4800000;2642.6300000;4781333913
IMOEX;60;20220407;13:00;2642.8200000;2648.8500000;2640.3900000;2644.5800000;4102539229
IMOEX;60;20220407;14:00;2644.0300000;2647.5200000;2640.4100000;2640.5500000;2559012214
IMOEX;60;20220407;15:00;2640.9700000;2648.8600000;2635.1400000;2635.7900000;2496606601
IMOEX;60;20220407;16:00;2635.8500000;2639.2600000;2634.6300000;2634.6300000;1917309200
IMOEX;60;20220407;17:00;2634.8900000;2634.9100000;2628.5700000;2634.6400000;2857750759
IMOEX;60;20220407;18:00;2634.8600000;2637.1500000;2621.9100000;2627.1400000;3671761363
IMOEX;60;20220407;19:00;2627.0700000;2635.7400000;2623.6400000;2635.3900000;2377568298
IMOEX;60;20220408;11:00;2649.1600000;2656.3300000;2621.6100000;2625.7900000;7431352552
IMOEX;60;20220408;12:00;2626.1500000;2628.9600000;2613.2700000;2614.7400000;3378149778
IMOEX;60;20220408;13:00;2614.6600000;2618.2500000;2607.5200000;2615.3800000;2985604806
IMOEX;60;20220408;14:00;2615.6200000;2618.7000000;2607.1500000;2608.7000000;2322763817
IMOEX;60;20220408;15:00;2608.5400000;2608.5800000;2568.6100000;2569.6700000;4398263683
IMOEX;60;20220408;16:00;2570.3300000;2572.1100000;2554.7200000;2565.1500000;3926723131
IMOEX;60;20220408;17:00;2565.2100000;2587.1500000;2562.3300000;2585.9200000;2699722068
IMOEX;60;20220408;18:00;2585.8400000;2595.8500000;2582.8700000;2594.0700000;2111312320
IMOEX;60;20220408;19:00;2594.3400000;2598.9300000;2592.7200000;2592.7200000;1660330529
IMOEX;60;20220411;11:00;2595.1600000;2622.1900000;2585.3700000;2621.1800000;7330398111
IMOEX;60;20220411;12:00;2621.9200000;2623.6400000;2609.7500000;2613.1900000;3316412196
IMOEX;60;20220411;13:00;2613.3500000;2613.8600000;2601.8900000;2602.4700000;2201070788
IMOEX;60;20220411;14:00;2602.2100000;2605.0600000;2596.7900000;2597.5600000;1336771563
IMOEX;60;20220411;15:00;2597.4000000;2600.4400000;2587.8400000;2587.8400000;1956750931
IMOEX;60;20220411;16:00;2587.7200000;2590.1700000;2583.8100000;2585.8000000;2128347626
IMOEX;60;20220411;17:00;2585.4200000;2585.4600000;2563.3800000;2566.7400000;4042886383
IMOEX;60;20220411;18:00;2566.7100000;2569.3300000;2561.2500000;2566.6300000;2408990815
IMOEX;60;20220411;19:00;2566.4800000;2569.0300000;2557.1600000;2557.1600000;2043371046
IMOEX;60;20220412;11:00;2560.4300000;2570.6500000;2494.3400000;2495.9300000;10772332033
IMOEX;60;20220412;12:00;2495.2300000;2505.7400000;2472.2800000;2491.7000000;6703444729
IMOEX;60;20220412;13:00;2491.7500000;2499.9400000;2485.1100000;2485.3400000;2639862195
IMOEX;60;20220412;14:00;2485.1500000;2493.8600000;2484.1500000;2493.2000000;2292796078
IMOEX;60;20220412;15:00;2493.0600000;2501.1000000;2491.0500000;2497.9200000;1679074267
IMOEX;60;20220412;16:00;2497.8500000;2511.1600000;2496.1800000;2511.1600000;1948988529
IMOEX;60;20220412;17:00;2511.0400000;2524.6900000;2511.0000000;2523.1100000;2398844594
IMOEX;60;20220412;18:00;2523.4600000;2537.9800000;2522.2300000;2537.2700000;2924261694
IMOEX;60;20220412;19:00;2538.1300000;2541.3900000;2534.8900000;2540.9900000;1805354794
IMOEX;60;20220413;11:00;2549.4600000;2558.5400000;2534.7600000;2548.7300000;6363634410
IMOEX;60;20220413;12:00;2548.7600000;2548.7600000;2526.8000000;2531.1500000;2496470383
IMOEX;60;20220413;13:00;2530.7000000;2532.4500000;2519.8500000;2528.5600000;2318625293
IMOEX;60;20220413;14:00;2528.7500000;2535.6500000;2526.9800000;2531.0000000;1490946333
IMOEX;60;20220413;15:00;2530.7000000;2535.0500000;2529.7600000;2532.0400000;1211204046
IMOEX;60;20220413;16:00;2531.8900000;2533.3600000;2519.3100000;2523.7000000;1749152480
IMOEX;60;20220413;17:00;2523.9000000;2524.9800000;2517.4400000;2518.7300000;1273156494
IMOEX;60;20220413;18:00;2519.0100000;2525.8500000;2518.8300000;2525.4300000;1030023662
IMOEX;60;20220413;19:00;2525.3900000;2528.4200000;2522.5100000;2528.4200000;1039634684
IMOEX;60;20220414;11:00;2531.1400000;2533.7000000;2491.4500000;2492.4200000;4835306454
IMOEX;60;20220414;12:00;2492.2500000;2495.2300000;2485.9500000;2488.8200000;2199322010
IMOEX;60;20220414;13:00;2489.1900000;2489.2900000;2476.6000000;2480.8600000;2124356853
IMOEX;60;20220414;14:00;2480.8300000;2482.6100000;2472.9300000;2479.8000000;1264514770
IMOEX;60;20220414;15:00;2479.5000000;2480.1800000;2461.4900000;2464.8000000;2095156838
IMOEX;60;20220414;16:00;2464.6600000;2464.6600000;2444.0100000;2446.7000000;2733609439
IMOEX;60;20220414;17:00;2447.2700000;2448.1100000;2420.4000000;2424.1500000;3462720209
IMOEX;60;20220414;18:00;2423.5600000;2429.6300000;2414.0500000;2418.6000000;2763737036
IMOEX;60;20220414;19:00;2418.5000000;2419.5900000;2404.0000000;2404.7300000;2818756963
IMOEX;60;20220415;11:00;2403.2900000;2406.5100000;2353.6200000;2399.7300000;8523058013
IMOEX;60;20220415;12:00;2400.0300000;2431.8000000;2400.0300000;2411.6000000;5031937510
IMOEX;60;20220415;13:00;2411.9300000;2415.3600000;2399.7800000;2400.7100000;1951799624
IMOEX;60;20220415;14:00;2400.6900000;2400.9100000;2387.0400000;2387.7000000;1713790783
IMOEX;60;20220415;15:00;2387.9800000;2405.9700000;2386.4100000;2405.9700000;1518164802
IMOEX;60;20220415;16:00;2406.2100000;2409.2300000;2401.4700000;2409.2300000;1539173171
IMOEX;60;20220415;17:00;2409.0600000;2410.9600000;2404.6700000;2405.5900000;1202203490
IMOEX;60;20220415;18:00;2405.5600000;2424.2700000;2403.4700000;2424.2700000;1512310098
IMOEX;60;20220415;19:00;2423.8200000;2430.0100000;2419.8500000;2424.9900000;1532633722
IMOEX;60;20220418;11:00;2436.0700000;2447.5600000;2389.9900000;2405.1900000;6908440515
IMOEX;60;20220418;12:00;2405.5000000;2419.8500000;2399.2000000;2403.1200000;2470562995
IMOEX;60;20220418;13:00;2403.3000000;2403.3000000;2388.3000000;2389.3500000;1953302420
IMOEX;60;20220418;14:00;2386.8400000;2390.7000000;2379.8400000;2382.8100000;1622281516
IMOEX;60;20220418;15:00;2382.3600000;2384.2200000;2371.2900000;2371.6400000;2091209746
IMOEX;60;20220418;16:00;2371.8300000;2372.1700000;2358.8000000;2361.1200000;1641447107
IMOEX;60;20220418;17:00;2361.0200000;2372.0500000;2358.4300000;2360.7500000;1805565733
IMOEX;60;20220418;18:00;2360.5700000;2360.7000000;2338.7700000;2351.5200000;2747509708
IMOEX;60;20220418;19:00;2351.0300000;2352.0800000;2340.8900000;2342.6300000;1967806632
IMOEX;60;20220419;11:00;2343.9600000;2343.9600000;2297.9200000;2316.3500000;7584488615
IMOEX;60;20220419;12:00;2315.4800000;2320.3500000;2298.6500000;2300.4600000;3154640135
IMOEX;60;20220419;13:00;2300.5300000;2300.9600000;2283.6500000;2287.1900000;2683192385
IMOEX;60;20220419;14:00;2286.8100000;2288.2700000;2250.8300000;2254.5000000;3830667175
IMOEX;60;20220419;15:00;2254.6800000;2256.2600000;2217.8700000;2217.8700000;4073718873
IMOEX;60;20220419;16:00;2218.3400000;2264.2100000;2216.6100000;2260.8500000;4503504560
IMOEX;60;20220419;17:00;2260.5200000;2281.7800000;2259.2800000;2267.8900000;3779753331
IMOEX;60;20220419;18:00;2267.9100000;2308.0500000;2266.6900000;2297.9100000;3324926792
IMOEX;60;20220419;19:00;2298.2200000;2320.3800000;2298.2200000;2317.4600000;2635754890
IMOEX;60;20220420;11:00;2329.3100000;2333.9800000;2271.8100000;2288.4100000;4984617344
IMOEX;60;20220420;12:00;2289.7600000;2343.5400000;2280.5500000;2343.2700000;4931326207
IMOEX;60;20220420;13:00;2342.6800000;2366.4600000;2334.8600000;2359.1200000;6461412629
IMOEX;60;20220420;14:00;2359.0600000;2367.4800000;2349.9600000;2367.0700000;3247697211
IMOEX;60;20220420;15:00;2367.3100000;2374.8700000;2349.3400000;2353.1800000;3838041141
IMOEX;60;20220420;16:00;2354.1300000;2355.2800000;2343.0700000;2348.7900000;2351103358
IMOEX;60;20220420;17:00;2348.9200000;2351.7800000;2319.8800000;2321.5400000;3046039269
IMOEX;60;20220420;18:00;2321.7400000;2325.7300000;2305.7100000;2320.9600000;3675270926
IMOEX;60;20220420;19:00;2320.8800000;2330.7300000;2311.0100000;2330.7300000;2085754760
IMOEX;60;20220421;11:00;2335.1400000;2341.1000000;2283.5900000;2299.8500000;6350654923
IMOEX;60;20220421;12:00;2299.5300000;2312.0700000;2293.3300000;2303.2500000;3193820344
IMOEX;60;20220421;13:00;2303.1400000;2328.0700000;2302.3100000;2316.9000000;3735066599
